accuracy,precision,recall,f1_score,auc_roc,loss
0.9914859914859915,0.9915072218090489,0.9914859914859915,0.9914866514375119,0.9994219260839082,0.03128214893178653
0.9951489951489951,0.9951508074896299,0.9951489951489951,0.9951491107654509,0.9997326986839736,0.01960936664221395
0.9964359964359965,0.9964361133547693,0.9964359964359965,0.9964360158022614,0.9998521662470589,0.015626261569794905
0.9958419958419958,0.9958509131701194,0.9958419958419958,0.9958417257378995,0.9997501185847978,0.024435698069183432
0.9927729927729928,0.9928104262798292,0.9927729927729928,0.9927737119691225,0.9998365118767236,0.02040005040072748
0.9967329967329968,0.996742897763158,0.9967329967329968,0.9967327741233443,0.9998651919386662,0.012455744988136652
0.9955449955449955,0.9955452436655444,0.9955449955449955,0.995545031725457,0.9997580046209819,0.01584272131987626
0.9965349965349966,0.9965385348920316,0.9965349965349966,0.9965351140521327,0.9999488780838423,0.011697228103792236
0.9968319968319969,0.9968328025514827,0.9968319968319969,0.9968320477285196,0.9999526837828963,0.010748107966139139
0.9972279972279973,0.9972279972279973,0.9972279972279973,0.9972279972279973,0.9999604913510585,0.012289410608117897
