accuracy,precision,recall,f1_score,auc_roc,loss
0.9937629937629938,0.9937636487155386,0.9937629937629938,0.9937630775714198,0.9998273703521918,0.036103892814960015
0.9906939906939907,0.9907105057523267,0.9906939906939907,0.9906946321025357,0.9996543875982862,0.02951783736582667
0.9957429957429957,0.9957443616379769,0.9957429957429957,0.9957428875090387,0.9998123044920195,0.018359120966848892
0.9955449955449955,0.9955497350508735,0.9955449955449955,0.9955451685709887,0.9998914198749298,0.016557437378109708
0.9966339966339967,0.9966375583394396,0.9966339966339967,0.9966338611939696,0.9999590789266674,0.010001595500265033
0.9968319968319969,0.9968350114708319,0.9968319968319969,0.9968320963846692,0.9999605698190802,0.012676916526674529
0.9977229977229978,0.9977272052411905,0.9977229977229978,0.9977228992218286,0.9999704960238291,0.009482923935786484
0.9965349965349966,0.9965375620555689,0.9965349965349966,0.9965350967212736,0.9999537038671789,0.010762073775652196
0.9966339966339967,0.9966380730063169,0.9966339966339967,0.9966341191121785,0.9999566856520045,0.012771048286435169
0.9968319968319969,0.9968328025514827,0.9968319968319969,0.9968320477285196,0.9999639047100037,0.010979179162707567
