accuracy,precision,recall,f1_score,auc_roc,loss
0.9958419958419958,0.9958428326716916,0.9958419958419958,0.995842062643682,0.9999518206346573,0.009962942020766526
0.9933669933669934,0.9934515304498184,0.9933669933669934,0.9933654845295095,0.9999547631854722,0.023633932349922664
0.9968319968319969,0.9968372635197729,0.9968319968319969,0.996832127577607,0.9999759495513395,0.008591496472430325
0.9977229977229978,0.9977252237636229,0.9977229977229978,0.9977229264732177,0.9999836001834583,0.007076528491329933
0.9973269973269974,0.9973278510804553,0.9973269973269974,0.9973269448362168,0.9999799906544586,0.014580206481605237
0.9973269973269974,0.9973295189304439,0.9973269973269974,0.9973270746135541,0.9999846202677407,0.008552182412646473
0.9972279972279973,0.9972293670119718,0.9972279972279973,0.9972280561716318,0.9995973805804986,0.019641069585889803
0.998019998019998,0.998021161946759,0.998019998019998,0.9980199534277349,0.9999776169968013,0.015608237107832941
0.9971289971289972,0.9971290323463912,0.9971289971289972,0.9971290049575009,0.9999739486167853,0.019090132462492304
0.9973269973269974,0.9973274120047708,0.9973269973269974,0.9973269600961907,0.9999752433391439,0.021714344542451927
