accuracy,precision,recall,f1_score,auc_roc,loss
0.9953469953469953,0.9953481258165363,0.9953469953469953,0.9953470822403806,0.999757514195846,0.022560749455868147
0.9947529947529947,0.994762156190195,0.9947529947529947,0.9947532735609623,0.9993830647961459,0.022089998695016076
0.994059994059994,0.9940668583854257,0.994059994059994,0.9940602677514281,0.9968484496092096,0.030097397994519205
0.9948519948519948,0.9948534626951769,0.9948519948519948,0.9948521043187447,0.9992928658051663,0.029898777152360022
0.9928719928719929,0.9928984494449435,0.9928719928719929,0.9928726043763756,0.9972549531957867,0.030617769684225745
0.9913869913869914,0.9914819777758351,0.9913869913869914,0.9913882151076119,0.9979110047084738,0.030944456141212086
0.9952479952479952,0.9952511049593843,0.9952479952479952,0.9952481445770035,0.9965462300235128,0.024545234284870734
0.9958419958419958,0.9958473392683208,0.9958419958419958,0.9958421674456088,0.9999016403347604,0.020106250423375455
0.9963369963369964,0.9963375833784622,0.9963369963369964,0.9963370455578179,0.999936264349349,0.013557239224019897
0.9963369963369964,0.9963380907835427,0.9963369963369964,0.9963370647424274,0.9999504082102659,0.012242626542510607
