accuracy,precision,recall,f1_score,auc_roc,loss
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.02344730421149644,0.6891719382831433
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.399570289495996,0.7558669939413017
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.3938932262087901,0.7178723409075823
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.477273601121151,0.7208210908035768
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.48721086986117823,0.9006383552828764
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.4709783667587488,0.9140430235747109
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.5186419617947048,0.8274460750398236
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.5309587536767172,0.7822159404968895
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.9942691665009029,0.8067994781387107
0.9896049896049897,0.9896108444405728,0.9896049896049897,0.9896044122482869,0.9983760258222565,0.16904314530619605
