accuracy,precision,recall,f1_score,auc_roc,loss
0.9966339966339967,0.9966357611021965,0.9966339966339967,0.996633901214021,0.999919805681791,0.012184162251142027
0.9959409959409959,0.9959484408422019,0.9959409959409959,0.9959411925962385,0.9998327846456914,0.012580649183287865
0.9964359964359965,0.996450725332233,0.9964359964359965,0.9964356958926254,0.9998627201959818,0.014189169594136112
0.9961389961389961,0.9961595050274628,0.9961389961389961,0.9961386061480068,0.9996158205656055,0.018462767086556663
0.9977229977229978,0.9977232108521872,0.9977229977229978,0.9977230162152337,0.9999413059197453,0.010041330306508826
0.9971289971289972,0.9971292198012845,0.9971289971289972,0.9971290204452946,0.9996826360861092,0.017489785017563212
0.9973269973269974,0.9973274120047708,0.9973269973269974,0.9973269600961907,0.9999400896654084,0.013058262351150684
0.9976239976239977,0.9976251432158202,0.9976239976239977,0.9976239441132818,0.999618527712355,0.014614762653595542
0.9971289971289972,0.9971291255322985,0.9971289971289972,0.9971289733050412,0.9999243568270513,0.018908334374854976
0.9974259974259975,0.9974266155167484,0.9974259974259975,0.9974259542520043,0.9999322820972462,0.01782840565669419
