accuracy,precision,recall,f1_score,auc_roc,loss
0.9943569943569943,0.9943572615637393,0.9943569943569943,0.994357040185579,0.9994526463144158,0.022266262755674875
0.4861894861894862,0.2363802164811966,0.4861894861894862,0.31810239364196197,0.47448665239333354,0.6935006896135643
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.5005888240350689,0.6935919410684046
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.4938724518000368,0.6928363536570814
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.49977666039314833,0.6929394393710985
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.5018195557219078,0.6935611683654106
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.5071091439178063,0.6927787296751239
0.4861894861894862,0.2363802164811966,0.4861894861894862,0.31810239364196197,0.49026527684106574,0.6932525925002019
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.672144421178676,0.692836266987303
0.9853479853479854,0.9853498454279975,0.9853479853479854,0.9853482969071969,0.9980025376558228,0.0509292340132475
