accuracy,precision,recall,f1_score,auc_roc,loss
0.9935649935649936,0.99357797365814,0.9935649935649936,0.9935653943105077,0.999061561694109,0.027780311608254334
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.5,0.692782780997638
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.49771875805523286,0.6928199502039976
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.890076522014792,0.6929881991796426
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.2994917233892379,0.7042892899479266
0.5138105138105138,0.2640012441022242,0.5138105138105138,0.3487903429045277,0.6373088764203202,0.7143660971241533
0.49787149787149787,0.7095547119942918,0.49787149787149787,0.34540991190170295,0.9669127031488038,0.6897123433466668
0.9796059796059796,0.9801299958770766,0.9796059796059796,0.979609749872848,0.9992895309142427,0.03371367239205628
0.9938619938619938,0.9938980481187678,0.9938619938619938,0.9938611380111533,0.9997551405381886,0.024766854477554737
0.9941589941589941,0.9941616914309435,0.9941589941589941,0.9941591630444326,0.9998223091647903,0.019521142204633347
