accuracy,precision,recall,f1_score,auc_roc,loss
0.9951489951489951,0.995154159125061,0.9951489951489951,0.9951487556979708,0.9998951274889567,0.015855041517673675
0.997920997920998,0.9979252234454388,0.997920997920998,0.9979209079851479,0.9999714376400899,0.006037927430589616
0.9977229977229978,0.9977230297126807,0.9977229977229978,0.9977230039318111,0.9999631200297865,0.006706904489168008
0.9973269973269974,0.9973295189304439,0.9973269973269974,0.9973270746135541,0.9999822269930779,0.008655168388355646
0.9976239976239977,0.9976242579993095,0.9976239976239977,0.9976239712421267,0.9999740663188179,0.011291509485601417
0.9977229977229978,0.9977230047883823,0.9977229977229978,0.9977229914694483,0.9999781858899588,0.009788186650429015
0.9977229977229978,0.9977230047883823,0.9977229977229978,0.9977229914694483,0.9999748509990353,0.010510290361179111
0.9975249975249976,0.9975250034989182,0.9975249975249976,0.997524990727661,0.9999823839291214,0.013283708831300051
0.9977229977229978,0.9977230047883823,0.9977229977229978,0.9977229914694483,0.9999821877590671,0.01414328864317513
0.9976239976239977,0.9976240497118788,0.9976239976239977,0.9976239845264293,0.9999816777169258,0.015063588186532105
