accuracy,precision,recall,f1_score,auc_roc,loss
0.9939609939609939,0.9939720036793157,0.9939609939609939,0.9939613426863838,0.9997837813661204,0.01847240142864709
0.9974259974259975,0.9974266155167484,0.9974259974259975,0.9974259542520043,0.9999657094745036,0.011965959542771404
0.9951489951489951,0.9951795673636095,0.9951489951489951,0.9951494404196359,0.9999739093827744,0.0121163822503204
0.996930996930997,0.9969310332242945,0.996930996930997,0.9969310052993975,0.9996498756870364,0.013722968333996827
0.9977229977229978,0.9977231360895282,0.9977229977229978,0.9977229788281362,0.9992802913046839,0.012579789734997114
0.998019998019998,0.9980206364574016,0.998019998019998,0.9980199648092338,0.9995562633371116,0.009950135459225752
0.9981189981189981,0.9981194352485306,0.9981189981189981,0.9981189719195416,0.9994653581339363,0.009507225184675436
0.9977229977229978,0.9977240417373514,0.9977229977229978,0.9977230402452928,0.9998079102828027,0.013119090658142395
0.9978219978219979,0.9978222626565361,0.9978219978219979,0.997821973638616,0.9997101783617368,0.013229967710533799
0.9977229977229978,0.9977231360895282,0.9977229977229978,0.9977229788281362,0.9998074983256886,0.014200496004972592
