accuracy,precision,recall,f1_score,auc_roc,loss
0.9935649935649936,0.9936171331377349,0.9935649935649936,0.9935657273124255,0.9999143521542807,0.023508319433147094
0.9966339966339967,0.9966348085755246,0.9966339966339967,0.9966340507115522,0.9999627276896778,0.009312045446338084
0.9962379962379962,0.9962381152930169,0.9962379962379962,0.9962380166801651,0.9999226109135678,0.011970290091405458
0.996930996930997,0.9969311220132218,0.996930996930997,0.9969309714640097,0.9999697898116335,0.009346470076890458
0.9964359964359965,0.9964426569266338,0.9964359964359965,0.9964361606508568,0.9999627669236887,0.012388184066037833
0.9970299970299971,0.9970299970299971,0.9970299970299971,0.9970299970299971,0.999818856571834,0.01697948087266253
0.9967329967329968,0.9967355512742877,0.9967329967329968,0.9967330911943438,0.9998072825386288,0.022361237128381648
0.9968319968319969,0.9968328025514827,0.9968319968319969,0.9968320477285196,0.9996703754577136,0.02254881939482394
0.9970299970299971,0.9970301075400271,0.9970299970299971,0.9970300131685513,0.9998447902530162,0.02191469515955513
0.9970299970299971,0.9970300425224106,0.9970299970299971,0.9970299806580367,0.9998296263078167,0.024590084429995347
