accuracy,precision,recall,f1_score,auc_roc,loss
0.9949509949509949,0.9949658934774542,0.9949509949509949,0.9949513318593323,0.9999206295960191,0.01437012282492544
0.9964359964359965,0.9964373989063734,0.9964359964359965,0.9964360722206695,0.9999330667774635,0.010719015139588952
0.9962379962379962,0.9962516893628921,0.9962379962379962,0.9962382389307974,0.9999622961155582,0.00902987136255984
0.996039996039996,0.9960421587123477,0.996039996039996,0.9960401005185793,0.9999524876128418,0.013873361461144283
0.9970299970299971,0.997030601556313,0.9970299970299971,0.9970299472138509,0.9998902428546038,0.014078898227662886
0.996930996930997,0.996931400382891,0.996930996930997,0.9969309541845153,0.9999658271765361,0.012274543114009332
0.9971289971289972,0.9971290009199897,0.9971289971289972,0.9971289892440869,0.999960609053091,0.013333095944678425
0.9971289971289972,0.9971304357080926,0.9971289971289972,0.9971289241340028,0.9996919933977005,0.01962640361573546
0.996930996930997,0.9969309996305254,0.996930996930997,0.9969309885022998,0.999723204053344,0.02449715454697833
0.9971289971289972,0.9971304357080926,0.9971289971289972,0.9971289241340028,0.9996155263105239,0.023276766323069933
