accuracy,precision,recall,f1_score,auc_roc,loss
0.9947529947529947,0.9947639212294577,0.9947529947529947,0.9947532977439073,0.9998302736689959,0.014136538279492789
0.9963369963369964,0.9963369957621326,0.9963369963369964,0.9963369862769383,0.9999322820972463,0.013197341506388285
0.9956439956439956,0.9956465101346728,0.9956439956439956,0.9956438464352104,0.9996148004813228,0.015339458362650648
0.9963369963369964,0.9963380907835427,0.9963369963369964,0.9963370647424274,0.9995058672501549,0.015942302096420523
0.5139095139095139,0.5292287066320762,0.5139095139095139,0.34989051817066225,0.6771850891926386,0.6829419915438265
0.6852786852786853,0.8041980328699426,0.6852786852786853,0.6551731434743959,0.7711077212925723,1.6029679718584424
0.48906048906048905,0.6460000386297925,0.48906048906048905,0.326144026363708,0.9527161313382055,0.5500628722747545
0.9872289872289872,0.9874388385139764,0.9872289872289872,0.987231256980738,0.9978251803097055,0.050755213424948466
0.9868329868329868,0.9870208344220819,0.9868329868329868,0.9868280268683951,0.9953940840604376,0.06279703555951842
0.9902979902979903,0.9903687012757169,0.9902979902979903,0.9902959776201429,0.9968832697938527,0.04847007682558034
